PT625_1,PT621_1,PT620_1,PT616_1,PT612_1,TE607_1,TE604_1,TE603_1,PT625_2,PT621_2,PT620_2,PT616_2,PT612_2,TE607_2,TE604_2,TE603_2,ITS1,ITS2,ITS3,ITS4,ITS5
20.19882813,14.378875299999999,4.786637692,60.996875,51.896875,227.590625,222.384375,219.890625,20.199461929624896,14.378879811809155,4.786639193953061,60.996855860376535,51.89524657781151,227.59776634759828,222.39135298568067,219.89752473669492,1.0,1.0,1.0,1.0,1.0
19.19765625,14.378875299999999,4.786637692,61.3921875,52.59726563,227.7875,221.79375,219.3875,19.198303556343063,14.378880148267447,4.786639305957923,61.392166799789585,52.595492156028655,227.7951805361915,221.80122843900094,219.39489730509231,1.0,1.0,1.0,1.0,1.0
19.69609375,14.378875299999999,4.685734566,61.1,52.29648438,227.590625,222.1,219.3875,19.69680648130594,14.37888050320156,4.685736261600031,61.09997789009164,52.29459195696012,227.59886069208366,222.10803700596975,219.39543885028,1.0,1.0,1.0,1.0,1.0
20.19882813,14.28011905,4.786637692,61.1,52.19765625,227.0,222.1,219.3875,20.199611601814244,14.280124588970235,4.7866395486402435,61.09997630054202,52.195631608165414,227.00880487227718,222.10861481115754,219.39600959875202,1.0,1.0,1.0,1.0,1.0
20.19882813,14.378875299999999,4.885393943,61.19453125,51.896875,227.0,222.1,219.3875,20.199666933849784,14.378881271166188,4.8853959717747495,61.19450583753148,51.894719860193796,227.00942670894943,222.10922322492362,219.39661058198078,1.0,1.0,1.0,1.0,1.0
20.5984375,14.47977842,4.786637692,61.19453125,52.4984375,227.0,221.79375,219.3875,20.59935226256948,14.479784850370903,4.786639817713174,61.19450407392577,52.49610608017356,227.0100809152768,221.80359970926287,219.39724284934047,1.0,1.0,1.0,1.0,1.0
20.89921875,14.378875299999999,4.786637692,60.79921875,52.0,227.0,222.1,219.3875,20.90021018275078,14.378882121158274,4.786639962720945,60.799189907612444,51.997533185156,227.010768595569,222.1105361457087,219.39790746810743,1.0,1.0,1.0,1.0,1.0
20.29765625,14.28011905,4.885393943,60.79921875,52.39960938,227.590625,222.1,219.3875,20.298683729221324,14.280126278679715,4.885396416014964,60.79918797308016,52.39695688115086,227.60214577044144,222.11124283179524,219.39860552346005,1.0,1.0,1.0,1.0,1.0
19.09882813,14.378875299999999,4.786637692,60.2921875,52.19765625,227.284375,222.1,219.3875,19.099858700065322,14.37888305882078,4.786640274862931,60.292154966420874,52.1948396718495,227.296639232737,222.11198448459507,219.3993381184786,1.0,1.0,1.0,1.0,1.0
20.1,14.47977842,4.786637692,61.3921875,52.4984375,227.7875,222.1,219.08125,20.10115497975192,14.479786740323824,4.786640442482395,61.39215222301816,52.49542085162588,227.80058905225076,222.1127622389503,219.09383877650623,1.0,1.0,1.0,1.0,1.0
19.89804688,14.47977842,4.786637692,60.996875,52.09882813,227.590625,222.384375,219.3875,19.899263272227614,14.479787271667723,4.786640618130852,60.996837711855534,52.095643264169325,227.60453789652686,222.39796963202215,219.40091142934506,1.0,1.0,1.0,1.0,1.0
20.29765625,14.378875299999999,4.885393943,60.996875,51.59609375,227.284375,222.1,219.584375,20.29897506597944,14.378884642502541,4.8853971172263835,60.996835368008774,51.59274135541433,227.29914253088808,222.11443068231256,219.59864223258185,1.0,1.0,1.0,1.0,1.0
19.69609375,14.47977842,4.786637692,60.89375,51.3984375,227.0,222.384375,219.584375,19.697452676855477,14.479788410285389,4.786640994528202,60.89370798651587,51.39489127819912,227.0156618058438,222.39971835199975,219.59952516672942,1.0,1.0,1.0,1.0,1.0
20.79609375,14.378875299999999,4.786637692,60.19765625,52.29648438,227.590625,222.384375,219.584375,20.797616013115437,14.378885825261028,4.786641195793593,60.1976121856325,52.29265630487226,227.6072845139463,222.40065341918688,219.6004484606608,1.0,1.0,1.0,1.0,1.0
20.5984375,14.378875299999999,4.786637692,61.1,51.79804688,227.284375,222.1,219.584375,20.600035805399838,14.378886457076373,4.786641406120972,61.09995259035549,51.79402768689231,227.30201079610643,222.11723352216902,219.6014133259547,1.0,1.0,1.0,1.0,1.0
19.29648438,14.47977842,4.885393943,61.79609375,52.0,227.284375,222.1,219.584375,19.29807021325809,14.47979031984338,4.885397957938702,61.79604296442748,51.9957265101872,227.3030537973302,222.1182527324504,219.6024209921079,1.0,1.0,1.0,1.0,1.0
20.5984375,14.378875299999999,4.885393943,60.19765625,52.59726563,227.284375,222.1,219.584375,20.60022898864515,14.378887805604771,4.885398191927996,60.19760389485528,52.59269113719481,227.30414239143602,222.11931649563653,219.60347270653548,1.0,1.0,1.0,1.0,1.0
19.89804688,14.57853468,4.786637692,60.69609375,52.19765625,227.0,222.1,219.3875,19.89987686346403,14.578548087585958,4.786642094174685,60.6960379290199,52.19285573624231,227.0208767347288,222.12042609155625,219.40767662837143,1.0,1.0,1.0,1.0,1.0
20.69726563,14.378875299999999,4.786637692,61.19453125,51.896875,226.78125,222.1,219.584375,20.69927691014653,14.378889272834353,4.7866423434692,61.19447178352361,51.89183186260106,226.80328772391405,222.12158281816204,219.60571335946352,1.0,1.0,1.0,1.0,1.0
20.29765625,14.57853468,4.786637692,61.69296875,52.59726563,226.496875,222.1,219.08125,20.2997388381076,14.578549637925477,4.786642603204826,61.69290545153762,52.591869024670586,226.52011412142733,222.12278799152972,219.10372826055527,1.0,1.0,1.0,1.0,1.0
20.19882813,14.378875299999999,4.786637692,60.89375,51.59609375,226.78125,222.384375,219.584375,20.201014709608874,14.378890865534457,4.786642873669107,60.893684080813394,51.59050832861984,226.8057997042568,222.40844873024702,219.6081456224199,1.0,1.0,1.0,1.0,1.0
20.5984375,14.47977842,4.885393943,61.5984375,52.39960938,226.78125,222.1,219.584375,20.600788470200925,14.4797949462669,4.885399518867383,61.59836719559415,52.393628833165195,226.8071333205615,222.1253490334704,219.60943691657565,1.0,1.0,1.0,1.0,1.0
18.896875,14.28011905,4.786637692,60.59296875,51.69921875,226.496875,221.79375,219.3875,18.89914735771101,14.280136221907332,4.7866434479533355,60.59289588668277,51.69300189571168,226.52411135100644,221.8204207981116,219.41388144546772,1.0,1.0,1.0,1.0,1.0
19.4984375,14.28011905,4.786637692,61.4953125,52.0,226.496875,222.384375,219.584375,19.50090619958188,14.28013713007638,4.786643752367898,61.49523464070884,51.9934162735728,226.52555179733875,222.41253111320546,219.61217660485937,1.0,1.0,1.0,1.0,1.0
20.1,14.378875299999999,4.786637692,60.4984375,52.79921875,226.78125,222.384375,219.3875,20.10267769748202,14.378894455362282,4.786644068700347,60.49835690471953,52.79218490248261,226.8114615214972,222.414000775173,219.4167265351411,1.0,1.0,1.0,1.0,1.0
20.89921875,14.378875299999999,4.685734566,61.4953125,52.0,227.0,222.1,219.584375,20.902146371799244,14.378895442336074,4.685741129909792,61.495226355623224,51.9927156926112,227.0317988034088,222.13111239752024,219.61513500163994,1.0,1.0,1.0,1.0,1.0
19.59726563,14.378875299999999,4.685734566,60.69609375,51.79804688,227.0,222.1,219.3875,19.60015051962352,14.378896466967339,4.685741463812829,60.69600440001906,51.790421752557016,227.03341639374096,222.13269507070427,219.41979576688038,1.0,1.0,1.0,1.0,1.0
20.1,14.47977842,4.786637692,61.29765625,52.39960938,226.78125,222.384375,219.584375,20.10310752440844,14.479800806201427,4.786645092295255,61.29756148185921,52.39150823248055,226.81631110794783,222.41875633698348,219.61832344801115,1.0,1.0,1.0,1.0,1.0
20.69726563,14.47977842,4.885393943,60.69609375,52.09882813,226.78125,222.1,219.584375,20.700624232389256,14.479801916735884,4.885401870663521,60.69599525677432,52.09037390943951,226.81805041903624,222.13604077968503,219.6200075622767,1.0,1.0,1.0,1.0,1.0
20.89921875,14.378875299999999,4.786637692,60.4984375,51.896875,226.496875,222.384375,219.3875,20.90277630252483,14.378899776323605,4.7866458400151055,60.4983345170265,51.888040896634905,226.53543024645018,222.42223019948034,219.42484505886932,1.0,1.0,1.0,1.0,1.0
20.49960938,14.378875299999999,4.786637692,60.79921875,52.09882813,226.496875,222.384375,219.584375,20.503267828712968,14.378900961161078,4.7866462344400915,60.799110245091704,52.089530348408836,226.5372966092841,222.42406267479527,219.62356297471774,1.0,1.0,1.0,1.0,1.0
21.2,14.28011905,4.786637692,60.996875,52.19765625,226.78125,222.1,219.584375,21.203964400890396,14.280145753828622,4.786646643014495,60.99676093581814,52.18789528608895,226.8236581032748,222.14153270932817,219.62543728734752,1.0,1.0,1.0,1.0,1.0
19.69609375,14.378875299999999,4.786637692,61.29765625,52.39960938,227.0,222.384375,219.584375,19.69995100068659,14.378903459353486,4.786647066072726,61.297536205675655,52.389347526465826,227.0444553075838,222.4279263911562,219.62737804374987,1.0,1.0,1.0,1.0,1.0
19.996875,14.47977842,4.786637692,60.4984375,52.09882813,226.496875,222.384375,219.584375,20.000974086089705,14.479808101566897,4.786647503953108,60.49831348647109,52.08814858223678,226.5433037639781,222.4299607576812,219.62938679594708,1.0,1.0,1.0,1.0,1.0
19.996875,14.47977842,4.786637692,60.4984375,52.59726563,226.78125,222.384375,219.584375,20.001163352124266,14.479809472046156,4.7866479569978635,60.49830776042671,52.58598608778178,226.82988349174215,222.4320655769994,219.63146511387964,1.0,1.0,1.0,1.0,1.0
19.996875,14.378875299999999,4.786637692,61.5984375,51.896875,226.190625,222.384375,219.584375,20.00135909789821,14.37890754318025,4.786648425553125,61.598299371705394,51.88523764825823,226.24134597045952,222.4342424572168,219.6336145854061,1.0,1.0,1.0,1.0,1.0
19.79921875,14.378875299999999,4.786637692,60.996875,52.09882813,226.496875,222.384375,219.3875,19.80385889690597,14.378908998346674,4.786648909968929,60.99673204766214,52.08661824337747,226.54995683050117,222.43649302458581,219.43891567665813,1.0,1.0,1.0,1.0,1.0
19.0,14.378875299999999,4.786637692,61.5984375,52.09882813,226.496875,222.384375,219.584375,19.0046515612736,14.378910502220789,4.78664941059922,61.598286695312424,52.08607334624582,226.55232574170216,222.43881892350547,219.63813343026513,1.0,1.0,1.0,1.0,1.0
19.0,14.28011905,4.786637692,60.2921875,51.896875,226.496875,222.384375,219.584375,19.004856858823402,14.28015555343274,4.7866499278018475,60.29203337860903,51.88360890551312,226.55477307083243,222.44122181652133,219.64050606890524,1.0,1.0,1.0,1.0,1.0
19.19765625,14.17921592,4.786637692,61.5984375,52.4984375,226.496875,222.384375,219.584375,19.20277785950224,14.179253747746285,4.786650461938564,61.59827316580279,52.48443180613553,226.55730052966473,222.44370338432554,219.64295639175418,1.0,1.0,1.0,1.0,1.0
19.996875,14.47977842,4.786637692,60.19765625,52.4984375,226.496875,222.384375,219.584375,20.0024401981299,14.47981871771441,4.786651013375031,60.197488717881114,52.48382700680055,226.559909848454,222.44626532575688,219.64548607626094,1.0,1.0,1.0,1.0,1.0
19.89804688,14.378875299999999,4.786637692,60.59296875,52.39960938,226.78125,222.384375,219.890625,19.903821151132522,14.37891702646947,4.7866515824808165,60.59279291353102,52.38440338749114,226.8470602995319,222.4489093578006,219.95443568935596,1.0,1.0,1.0,1.0,1.0
19.59726563,14.378875299999999,4.786637692,60.69609375,52.19765625,227.0,222.384375,219.584375,19.603193004644687,14.37891879024118,4.786652169629392,60.69591016903829,52.18186858502624,227.06865825415383,222.4516372155885,219.65079032963416,1.0,1.0,1.0,1.0,1.0
20.29765625,14.378875299999999,4.786637692,61.29765625,52.4984375,227.284375,222.384375,219.890625,20.304052254682833,14.37892060934637,4.786652775198137,61.297463094646695,52.481894690921166,227.35599469386665,222.454450652399,219.95991484558064,1.0,1.0,1.0,1.0,1.0
20.69726563,14.28011905,4.685734566,60.59296875,52.19765625,227.284375,222.384375,219.890625,20.70405753143784,14.280165910857294,4.685749942450157,60.59276991142928,52.180527352740135,227.35895939684534,222.45735143965717,219.96278310430245,1.0,1.0,1.0,1.0,1.0
20.29765625,14.378875299999999,4.786637692,60.89375,52.4984375,227.284375,222.384375,219.584375,20.304589917001547,14.378924418150369,4.786654043125177,60.89354198732121,52.480504065753045,227.36201520394744,222.46034136693447,219.65938488864134,1.0,1.0,1.0,1.0,1.0
19.79921875,14.378875299999999,4.786637692,61.1,52.29648438,226.78125,222.384375,219.890625,19.806256446038375,14.378926410175108,4.786654706257758,61.09978281808319,52.27789542628475,226.86186012532133,222.46342224194905,219.96878583048417,1.0,1.0,1.0,1.0,1.0
